Id,BedroomAbvGr,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,EnclosedPorch,Fireplaces,FirstFlrSF,FullBath,GarageArea,GarageCars,GarageYrBlt,GrLivArea,HalfBath,KitchenAbvGr,LotArea,LotFrontage,LowQualFinSF,MasVnrArea,MiscVal,MoSold,OpenPorchSF,PoolArea,ScreenPorch,SecondFlrSF,Threeseasonporch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,MSSubClass,MSZoning,Street,Alley,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,GarageType,MiscFeature,SaleType,SaleCondition,ExterQual,ExterCond,BsmtQual,BsmtCond,HeatingQC,KitchenQual,FireplaceQu,GarageQual,GarageCond,PoolQC,LotShape,LandSlope,BsmtExposure,BsmtFinType1,BsmtFinType2,Functional,GarageFinish,PavedDrive,Utilities,CentralAir,Electrical,Fence,OverallQual,OverallCond
428,3.0,288.0,0.0,0.0,0.0,619.0,0.0,0.0,907.0,1.0,352.0,1.0,1964.0,907.0,0.0,1.0,8593.0,77.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,907.0,0.0,1957.0,1957.0,2008.0,0.0,4.0,1.0,1.0,3.0,4.0,12.0,2.0,2.0,0.0,2.0,3.0,1.0,8.0,8.0,2.0,1.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,3.0,5.0,5.0,3.0,0.0,0.0,3.0,5.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,3.0,5.0
429,2.0,664.0,0.0,1.0,0.0,544.0,0.0,0.0,1208.0,2.0,628.0,2.0,2007.0,1208.0,0.0,1.0,6762.0,64.0,0.0,108.0,0.0,9.0,54.0,0.0,0.0,0.0,0.0,6.0,1208.0,105.0,2007.0,2007.0,2007.0,0.0,4.0,1.0,1.0,3.0,4.0,5.0,2.0,2.0,0.0,2.0,1.0,1.0,13.0,14.0,1.0,2.0,1.0,1.0,1.0,6.0,5.0,2.0,4.0,2.0,4.0,0.0,2.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,2.0,6.0,7.0,2.0,2.0,0.0,1.0,5.0,4.0,6.0,4.0
430,3.0,1005.0,0.0,1.0,0.0,387.0,169.0,1.0,1412.0,2.0,576.0,2.0,1988.0,1412.0,0.0,1.0,11457.0,130.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,1392.0,0.0,1988.0,1988.0,2009.0,0.0,4.0,1.0,1.0,3.0,0.0,23.0,2.0,2.0,0.0,2.0,1.0,1.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,0.0,0.0,2.0,2.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0
431,2.0,387.0,0.0,0.0,0.0,96.0,0.0,0.0,483.0,1.0,264.0,1.0,1971.0,987.0,1.0,1.0,1680.0,21.0,0.0,232.0,0.0,7.0,0.0,0.0,0.0,504.0,0.0,4.0,483.0,0.0,1971.0,1971.0,2008.0,13.0,5.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,0.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0
432,4.0,0.0,0.0,0.0,0.0,901.0,0.0,0.0,1088.0,1.0,0.0,0.0,1920.0,1198.0,0.0,1.0,5586.0,60.0,0.0,0.0,0.0,9.0,98.0,0.0,0.0,110.0,0.0,7.0,901.0,0.0,1920.0,1998.0,2008.0,4.0,5.0,1.0,1.0,0.0,4.0,17.0,1.0,2.0,0.0,0.0,1.0,1.0,8.0,8.0,2.0,0.0,1.0,6.0,1.0,3.0,0.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,6.0,6.0,7.0,1.0,0.0,0.0,1.0,5.0,2.0,5.0,6.0
433,2.0,471.0,0.0,1.0,0.0,294.0,0.0,0.0,765.0,1.0,440.0,2.0,1971.0,1365.0,1.0,1.0,1920.0,24.0,0.0,376.0,0.0,8.0,36.0,0.0,0.0,600.0,0.0,6.0,765.0,240.0,1971.0,1971.0,2007.0,13.0,5.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,5.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,0.0,6.0,2.0,3.0,2.0,0.0,1.0,5.0,4.0,4.0,4.0
434,3.0,0.0,0.0,0.0,0.0,926.0,0.0,1.0,926.0,2.0,470.0,2.0,1997.0,1604.0,1.0,1.0,10839.0,100.0,0.0,0.0,0.0,7.0,36.0,0.0,0.0,678.0,0.0,7.0,926.0,0.0,1997.0,1998.0,2008.0,5.0,4.0,1.0,1.0,3.0,0.0,8.0,2.0,2.0,0.0,5.0,1.0,1.0,13.0,14.0,2.0,2.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,2.0,4.0,0.0,4.0,5.0,5.0,5.0,3.0,0.0,0.0,3.0,6.0,6.0,7.0,0.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0
435,1.0,495.0,0.0,1.0,0.0,135.0,0.0,0.0,630.0,1.0,0.0,0.0,1972.0,630.0,0.0,1.0,1890.0,21.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,630.0,88.0,1972.0,1972.0,2008.0,14.0,5.0,1.0,1.0,3.0,4.0,10.0,2.0,2.0,3.0,6.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,6.0,1.0,9.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,6.0,7.0,1.0,2.0,0.0,1.0,5.0,4.0,3.0,6.0
436,3.0,385.0,344.0,1.0,0.0,70.0,0.0,1.0,827.0,2.0,550.0,2.0,1996.0,1661.0,1.0,1.0,10667.0,43.0,0.0,0.0,0.0,4.0,61.0,0.0,0.0,834.0,0.0,6.0,799.0,158.0,1996.0,1996.0,2009.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,4.0,2.0,0.0,5.0,1.0,1.0,13.0,14.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,5.0,5.0,3.0,1.0,0.0,0.0,2.0,0.0,7.0,2.0,2.0,0.0,1.0,5.0,4.0,6.0,5.0
437,2.0,0.0,0.0,0.0,0.0,648.0,0.0,0.0,734.0,1.0,440.0,2.0,1990.0,1118.0,0.0,1.0,4400.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,384.0,0.0,6.0,648.0,0.0,1920.0,1950.0,2006.0,4.0,5.0,1.0,1.0,3.0,4.0,17.0,2.0,2.0,0.0,0.0,1.0,1.0,12.0,13.0,2.0,0.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,3.0,2.0,0.0,1.0,0.0,4.0,5.0,7.0
438,2.0,0.0,0.0,0.0,0.0,884.0,105.0,0.0,904.0,1.0,180.0,1.0,1926.0,904.0,0.0,1.0,6000.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,884.0,0.0,1926.0,2004.0,2009.0,3.0,5.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,14.0,15.0,2.0,2.0,1.0,5.0,1.0,9.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,5.0,6.0
439,2.0,365.0,0.0,0.0,0.0,75.0,34.0,1.0,694.0,1.0,352.0,1.0,1990.0,694.0,0.0,1.0,4280.0,40.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,440.0,0.0,1913.0,2002.0,2007.0,1.0,4.0,1.0,1.0,3.0,4.0,6.0,2.0,2.0,0.0,2.0,1.0,1.0,15.0,13.0,2.0,2.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,3.0,3.0,0.0,3.0,3.0,6.0,7.0,3.0,1.0,0.0,0.0,5.0,2.0,4.0,5.0
440,3.0,0.0,0.0,0.0,0.0,684.0,0.0,0.0,684.0,1.0,528.0,2.0,2005.0,1196.0,0.0,1.0,12354.0,67.0,0.0,0.0,800.0,8.0,46.0,0.0,0.0,512.0,0.0,7.0,684.0,0.0,1920.0,2000.0,2009.0,4.0,4.0,1.0,0.0,3.0,0.0,7.0,2.0,2.0,0.0,0.0,1.0,1.0,14.0,15.0,2.0,0.0,1.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,0.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,0.0,2.0,6.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,0.0,5.0,7.0
441,2.0,1767.0,539.0,1.0,0.0,788.0,0.0,2.0,2402.0,2.0,672.0,3.0,2008.0,2402.0,0.0,1.0,15431.0,105.0,0.0,200.0,0.0,4.0,72.0,0.0,170.0,0.0,0.0,10.0,3094.0,0.0,2008.0,2008.0,2009.0,0.0,4.0,1.0,1.0,3.0,4.0,16.0,2.0,2.0,0.0,2.0,3.0,1.0,13.0,14.0,3.0,2.0,1.0,1.0,1.0,9.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,2.0,5.0,5.0,3.0,3.0,0.0,1.0,2.0,0.0,7.0,0.0,2.0,0.0,1.0,5.0,4.0,9.0,4.0
442,4.0,133.0,0.0,0.0,0.0,1307.0,0.0,0.0,1440.0,2.0,0.0,0.0,1955.0,1440.0,0.0,2.0,12108.0,92.0,0.0,270.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,1440.0,0.0,1955.0,1955.0,2008.0,10.0,4.0,1.0,1.0,3.0,4.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,13.0,14.0,1.0,1.0,1.0,6.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,6.0,7.0,1.0,2.0,0.0,0.0,1.0,4.0,3.0,3.0
443,3.0,0.0,0.0,0.0,0.0,1078.0,0.0,1.0,1128.0,2.0,360.0,2.0,1930.0,1573.0,0.0,1.0,6240.0,52.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,445.0,0.0,8.0,1078.0,0.0,1930.0,1992.0,2008.0,4.0,5.0,1.0,1.0,3.0,4.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,8.0,8.0,2.0,2.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,3.0,1.0,0.0,1.0,5.0,4.0,4.0,6.0
444,2.0,0.0,0.0,0.0,0.0,1258.0,0.0,1.0,1258.0,2.0,648.0,3.0,2007.0,1258.0,0.0,1.0,3922.0,53.0,0.0,72.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,6.0,1258.0,144.0,2006.0,2007.0,2007.0,11.0,4.0,1.0,1.0,3.0,4.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,15.0,16.0,1.0,2.0,1.0,1.0,1.0,6.0,5.0,2.0,4.0,0.0,4.0,0.0,2.0,2.0,5.0,5.0,3.0,3.0,0.0,0.0,6.0,6.0,7.0,0.0,2.0,0.0,1.0,5.0,4.0,6.0,4.0
445,4.0,642.0,0.0,1.0,0.0,273.0,0.0,1.0,933.0,2.0,493.0,2.0,1994.0,1908.0,1.0,1.0,8750.0,70.0,0.0,0.0,0.0,7.0,133.0,0.0,0.0,975.0,0.0,8.0,915.0,144.0,1994.0,1995.0,2008.0,5.0,4.0,1.0,1.0,3.0,4.0,5.0,2.0,2.0,0.0,5.0,1.0,1.0,13.0,14.0,2.0,2.0,1.0,1.0,1.0,9.0,4.0,2.0,2.0,2.0,4.0,0.0,2.0,5.0,5.0,5.0,3.0,3.0,0.0,3.0,2.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,6.0,4.0
446,3.0,0.0,0.0,0.0,0.0,1436.0,0.0,1.0,1689.0,1.0,480.0,2.0,1956.0,1689.0,0.0,1.0,9855.0,73.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,1436.0,0.0,1956.0,1956.0,2009.0,0.0,4.0,1.0,1.0,3.0,0.0,7.0,2.0,2.0,0.0,2.0,3.0,1.0,14.0,15.0,2.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,2.0,5.0,4.0
447,2.0,247.0,713.0,0.0,0.0,557.0,0.0,1.0,1888.0,2.0,578.0,2.0,1966.0,1888.0,1.0,1.0,16492.0,137.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1517.0,0.0,1966.0,2002.0,2010.0,0.0,4.0,1.0,1.0,3.0,0.0,12.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,11.0,2.0,1.0,1.0,1.0,1.0,9.0,4.0,2.0,4.0,4.0,4.0,0.0,2.0,2.0,5.0,5.0,3.0,0.0,0.0,3.0,0.0,5.0,4.0,0.0,2.0,0.0,1.0,5.0,4.0,5.0,5.0
448,4.0,0.0,0.0,0.0,0.0,930.0,0.0,1.0,956.0,2.0,431.0,2.0,1998.0,1886.0,1.0,1.0,11214.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,930.0,0.0,10.0,930.0,89.0,1998.0,1999.0,2006.0,5.0,4.0,1.0,1.0,3.0,0.0,8.0,2.0,2.0,0.0,5.0,1.0,1.0,13.0,14.0,2.0,2.0,1.0,1.0,1.0,9.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,5.0,5.0,3.0,0.0,0.0,3.0,6.0,6.0,7.0,0.0,2.0,0.0,1.0,5.0,4.0,6.0,4.0
449,3.0,0.0,0.0,0.0,0.0,780.0,0.0,1.0,780.0,2.0,198.0,1.0,1937.0,1376.0,0.0,1.0,8600.0,50.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,596.0,0.0,7.0,780.0,0.0,1937.0,1950.0,2006.0,4.0,5.0,1.0,1.0,0.0,4.0,9.0,2.0,2.0,0.0,0.0,1.0,1.0,8.0,8.0,2.0,0.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,3.0,0.0,0.0,1.0,5.0,4.0,5.0,5.0
450,2.0,331.0,0.0,0.0,0.0,318.0,0.0,0.0,679.0,1.0,308.0,1.0,1981.0,1183.0,1.0,1.0,6000.0,50.0,0.0,0.0,0.0,6.0,176.0,0.0,0.0,504.0,0.0,6.0,649.0,0.0,1948.0,2002.0,2007.0,4.0,5.0,1.0,1.0,3.0,4.0,17.0,2.0,2.0,0.0,0.0,1.0,1.0,8.0,8.0,2.0,1.0,1.0,5.0,1.0,9.0,4.0,3.0,2.0,4.0,4.0,0.0,4.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,0.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,2.0,6.0
451,2.0,0.0,0.0,0.0,0.0,813.0,0.0,0.0,813.0,1.0,270.0,1.0,1932.0,813.0,0.0,1.0,5684.0,70.0,0.0,0.0,0.0,6.0,113.0,0.0,0.0,0.0,0.0,5.0,813.0,0.0,1930.0,2005.0,2006.0,1.0,5.0,1.0,1.0,3.0,4.0,17.0,2.0,2.0,0.0,2.0,3.0,1.0,14.0,15.0,2.0,0.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,0.0,2.0,3.0,1.0,1.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,3.0,0.0,0.0,1.0,0.0,4.0,5.0,7.0
452,2.0,655.0,0.0,1.0,0.0,878.0,0.0,2.0,1533.0,2.0,576.0,2.0,1975.0,1533.0,0.0,1.0,70761.0,62.0,0.0,0.0,0.0,12.0,54.0,0.0,0.0,0.0,0.0,5.0,1533.0,200.0,1975.0,1975.0,2006.0,0.0,4.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,0.0,2.0,1.0,7.0,10.0,11.0,2.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,0.0,1.0,1.0,0.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,6.0,4.0
453,3.0,742.0,0.0,1.0,0.0,130.0,0.0,0.0,888.0,2.0,422.0,2.0,1996.0,1756.0,1.0,1.0,9303.0,0.0,0.0,42.0,0.0,7.0,122.0,0.0,0.0,868.0,0.0,7.0,872.0,144.0,1996.0,1997.0,2007.0,5.0,4.0,1.0,1.0,3.0,0.0,23.0,2.0,2.0,0.0,5.0,3.0,1.0,13.0,14.0,1.0,2.0,1.0,1.0,1.0,9.0,4.0,2.0,4.0,0.0,4.0,0.0,4.0,3.0,5.0,5.0,3.0,0.0,0.0,3.0,0.0,6.0,7.0,0.0,2.0,0.0,1.0,5.0,4.0,5.0,4.0
454,3.0,0.0,0.0,0.0,0.0,768.0,0.0,0.0,786.0,2.0,676.0,2.0,2008.0,1590.0,1.0,1.0,9000.0,75.0,0.0,0.0,0.0,6.0,30.0,0.0,0.0,804.0,0.0,6.0,768.0,0.0,2008.0,2008.0,2009.0,5.0,1.0,1.0,1.0,3.0,4.0,21.0,2.0,2.0,0.0,5.0,1.0,1.0,13.0,14.0,2.0,2.0,1.0,1.0,1.0,9.0,4.0,2.0,4.0,2.0,4.0,0.0,2.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,2.0,2.0,0.0,1.0,5.0,4.0,7.0,4.0
455,4.0,1606.0,0.0,2.0,0.0,122.0,0.0,0.0,1728.0,2.0,560.0,2.0,1976.0,1728.0,0.0,2.0,9297.0,63.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,1728.0,0.0,1976.0,1976.0,2006.0,10.0,4.0,1.0,1.0,3.0,4.0,11.0,2.0,2.0,2.0,2.0,1.0,1.0,10.0,11.0,2.0,1.0,1.0,5.0,1.0,9.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,0.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,4.0,4.0
456,3.0,916.0,0.0,0.0,0.0,326.0,0.0,1.0,1242.0,1.0,528.0,2.0,1973.0,1242.0,1.0,1.0,9600.0,80.0,0.0,320.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,1242.0,0.0,1973.0,1973.0,2007.0,0.0,4.0,1.0,1.0,3.0,4.0,14.0,2.0,2.0,0.0,2.0,3.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,3.0,3.0,0.0,3.0,0.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,6.0,5.0
457,4.0,0.0,0.0,0.0,0.0,624.0,96.0,0.0,624.0,1.0,513.0,3.0,1916.0,1344.0,0.0,1.0,4571.0,34.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,720.0,0.0,7.0,624.0,0.0,1916.0,1950.0,2008.0,6.0,5.0,1.0,0.0,3.0,4.0,17.0,2.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,3.0,2.0,0.0,0.0,5.0,4.0,4.0,4.0
458,2.0,1116.0,0.0,1.0,0.0,248.0,0.0,2.0,1663.0,1.0,529.0,2.0,1954.0,1663.0,0.0,1.0,53227.0,0.0,0.0,0.0,0.0,3.0,137.0,0.0,0.0,0.0,0.0,6.0,1364.0,224.0,1954.0,1994.0,2008.0,0.0,4.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,0.0,2.0,0.0,5.0,10.0,11.0,2.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,2.0,4.0,0.0,2.0,2.0,5.0,5.0,3.0,0.0,1.0,1.0,1.0,6.0,2.0,0.0,2.0,0.0,1.0,5.0,4.0,3.0,5.0
459,3.0,0.0,0.0,0.0,0.0,588.0,0.0,1.0,833.0,1.0,228.0,1.0,1925.0,1666.0,0.0,1.0,5100.0,0.0,0.0,0.0,0.0,6.0,63.0,0.0,0.0,833.0,0.0,7.0,588.0,192.0,1925.0,1996.0,2008.0,6.0,5.0,1.0,0.0,3.0,4.0,17.0,2.0,2.0,0.0,5.0,3.0,1.0,12.0,16.0,2.0,2.0,1.0,5.0,1.0,9.0,4.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,2.0,7.0,6.0
460,3.0,185.0,0.0,1.0,0.0,524.0,248.0,1.0,979.0,1.0,352.0,1.0,1950.0,1203.0,0.0,1.0,7015.0,0.0,0.0,161.0,0.0,7.0,0.0,0.0,0.0,224.0,0.0,5.0,709.0,0.0,1950.0,1950.0,2009.0,4.0,4.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,1.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,0.0,0.0,3.0,3.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,4.0,3.0
461,3.0,544.0,0.0,1.0,0.0,288.0,0.0,0.0,832.0,2.0,552.0,2.0,2009.0,1935.0,1.0,1.0,8004.0,75.0,0.0,110.0,0.0,12.0,150.0,0.0,0.0,1103.0,0.0,8.0,832.0,0.0,2009.0,2009.0,2009.0,5.0,1.0,1.0,1.0,3.0,4.0,21.0,6.0,2.0,0.0,5.0,1.0,1.0,13.0,14.0,3.0,2.0,1.0,3.0,1.0,6.0,5.0,2.0,4.0,2.0,4.0,0.0,4.0,3.0,5.0,5.0,3.0,0.0,0.0,3.0,2.0,6.0,7.0,0.0,2.0,0.0,1.0,5.0,4.0,7.0,4.0
462,3.0,350.0,210.0,1.0,0.0,0.0,0.0,0.0,575.0,1.0,576.0,2.0,1971.0,1135.0,0.0,1.0,7200.0,60.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,560.0,0.0,6.0,560.0,256.0,1936.0,2007.0,2009.0,6.0,4.0,1.0,1.0,3.0,4.0,18.0,1.0,2.0,0.0,5.0,1.0,1.0,14.0,15.0,2.0,2.0,1.0,5.0,1.0,9.0,4.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,5.0,5.0,3.0,3.0,0.0,3.0,0.0,1.0,7.0,2.0,2.0,0.0,1.0,5.0,2.0,6.0,8.0
463,3.0,553.0,311.0,0.0,0.0,0.0,236.0,1.0,864.0,1.0,360.0,1.0,1965.0,864.0,0.0,1.0,8281.0,60.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,864.0,0.0,1965.0,1965.0,2009.0,0.0,4.0,1.0,1.0,3.0,4.0,19.0,2.0,2.0,0.0,2.0,1.0,1.0,8.0,8.0,2.0,1.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,3.0,0.0,0.0,3.0,5.0,1.0,7.0,3.0,2.0,0.0,1.0,5.0,1.0,4.0,4.0
464,3.0,326.0,0.0,0.0,0.0,389.0,0.0,1.0,849.0,1.0,240.0,1.0,1939.0,1660.0,1.0,1.0,11988.0,74.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,811.0,0.0,6.0,715.0,0.0,1934.0,1995.0,2008.0,6.0,4.0,1.0,1.0,1.0,4.0,6.0,2.0,2.0,0.0,5.0,3.0,1.0,12.0,13.0,2.0,1.0,1.0,5.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,5.0,5.0,3.0,0.0,1.0,3.0,3.0,6.0,7.0,3.0,2.0,0.0,1.0,0.0,4.0,5.0,6.0
465,3.0,616.0,0.0,0.0,0.0,424.0,0.0,0.0,1040.0,2.0,0.0,0.0,1978.0,1040.0,0.0,1.0,8430.0,60.0,0.0,136.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,1040.0,0.0,1978.0,1978.0,2009.0,0.0,4.0,1.0,1.0,1.0,4.0,5.0,2.0,2.0,0.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,6.0,7.0,1.0,2.0,0.0,1.0,5.0,4.0,4.0,4.0
466,2.0,0.0,0.0,0.0,0.0,1375.0,0.0,1.0,1414.0,2.0,398.0,2.0,2004.0,1414.0,0.0,1.0,3072.0,0.0,0.0,18.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,6.0,1375.0,144.0,2004.0,2004.0,2006.0,11.0,5.0,1.0,1.0,3.0,4.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,13.0,14.0,1.0,2.0,1.0,1.0,1.0,9.0,4.0,2.0,4.0,2.0,4.0,0.0,2.0,5.0,5.0,5.0,3.0,3.0,0.0,3.0,6.0,6.0,7.0,0.0,2.0,0.0,1.0,5.0,4.0,6.0,4.0
467,2.0,778.0,0.0,1.0,0.0,499.0,0.0,1.0,1277.0,1.0,526.0,2.0,1970.0,1277.0,0.0,1.0,10628.0,85.0,0.0,0.0,0.0,4.0,0.0,0.0,176.0,0.0,0.0,5.0,1277.0,0.0,1970.0,1970.0,2007.0,0.0,4.0,1.0,1.0,3.0,4.0,12.0,2.0,2.0,0.0,2.0,0.0,5.0,10.0,11.0,2.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,0.0,1.0,2.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,1.0,6.0,4.0
468,3.0,386.0,0.0,0.0,0.0,342.0,0.0,2.0,888.0,1.0,312.0,1.0,1942.0,1644.0,1.0,1.0,9480.0,79.0,0.0,224.0,0.0,6.0,0.0,0.0,0.0,756.0,0.0,7.0,728.0,168.0,1942.0,1995.0,2007.0,6.0,4.0,1.0,1.0,3.0,4.0,12.0,0.0,2.0,0.0,5.0,1.0,1.0,8.0,8.0,3.0,1.0,1.0,1.0,1.0,9.0,4.0,3.0,4.0,4.0,4.0,0.0,2.0,2.0,5.0,5.0,3.0,3.0,0.0,3.0,3.0,6.0,7.0,3.0,2.0,0.0,1.0,5.0,4.0,4.0,6.0
